full_sq,life_sq,floor,max_floor,build_year,num_room,kitch_sq,state,sub_area,log_price_doc,product_type_OwnerOccupier
43,27.0,4.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Bibirevo,15.581952390148196,0.0
34,19.0,3.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Nagatinskij Zaton,15.607270193858982,0.0
43,29.0,2.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Tekstil'shhiki,15.555976908243359,0.0
89,50.0,9.0,12.558974113593951,2000.0,1.909804296856309,6.399301401980956,2.1070245979186377,Mitino,16.388122864507256,0.0
77,77.0,4.0,12.558974113593951,1915.0,1.909804296856309,6.399301401980956,2.1070245979186377,Basmannoe,16.608603438330714,0.0
67,46.0,14.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Nizhegorodskoe,16.02378508137718,0.0
25,14.0,10.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Sokol'niki,15.520258832020865,0.0
44,44.0,5.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Bibirevo,14.508658238524095,0.0
42,27.0,5.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Koptevo,15.483217567201578,0.0
36,21.0,9.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Kuncevo,14.508658238524095,0.0
36,19.0,12.0,12.558974113593951,1933.0,1.909804296856309,6.399301401980956,2.1070245979186377,Kosino-Uhtomskoe,15.35237799261728,0.0
38,19.0,11.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Zapadnoe Degunino,15.38412668421143,0.0
43,28.0,4.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Kuncevo,15.444751293772967,0.0
31,31.0,4.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Presnenskoe,15.46416937585933,0.0
31,21.0,3.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Lefortovo,15.424948670398354,0.0
51,31.0,15.0,12.558974113593951,2000.0,1.909804296856309,6.399301401980956,2.1070245979186377,Mar'ino,14.430696737594902,0.0
47,31.0,4.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Kuz'minki,15.656060350091908,0.0
42,28.0,2.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Nagornoe,15.59046307836746,0.0
59,33.0,10.0,12.558974113593951,1933.0,1.909804296856309,6.399301401980956,2.1070245979186377,Kosino-Uhtomskoe,15.882373444019521,0.0
44,29.0,4.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Gol'janovo,15.46416937585933,0.0
74,44.0,10.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Vnukovo,15.919644834185693,0.0
39,39.0,7.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Juzhnoe Tushino,15.46416937585933,0.0
48,34.0,6.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Severnoe Tushino,15.648092181712572,0.0
32,18.0,3.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Chertanovo Central'noe,15.564710586686562,0.0
34,19.0,11.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Juzhnoe Tushino,15.607270193858982,0.0
45,29.0,9.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Fili Davydkovo,13.864301674514206,0.0
35,20.0,4.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Otradnoe,15.424948670398354,0.0
38,20.0,6.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Novo-Peredelkino,15.363073279446223,0.0
73,38.0,15.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Bogorodskoe,15.926257070620025,1.0
42,27.0,3.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Jaroslavskoe,15.59046307836746,0.0
40,20.0,12.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Strogino,15.64006001130563,0.0
81,46.0,24.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Hovrino,16.722411672456456,0.0
38,34.0,2.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Bibirevo,15.404745967162468,0.0
31,18.0,4.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Moskvorech'e-Saburovo,15.29711532616119,0.0
39,19.0,1.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Staroe Krjukovo,15.176487367510099,0.0
39,20.0,1.0,12.558974113593951,2000.0,1.909804296856309,6.399301401980956,2.1070245979186377,Mar'ino,15.394489469099211,0.0
37,19.0,9.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Ljublino,15.555976908243359,0.0
27,27.0,4.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Caricyno,15.274125813221904,0.0
33,18.0,2.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Veshnjaki,15.319588176962746,0.0
33,18.0,9.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Veshnjaki,14.508658238524095,0.0
45,30.0,5.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Danilovskoe,15.64006001130563,0.0
54,30.0,10.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Caricyno,15.830413711839864,0.0
40,25.0,3.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Preobrazhenskoe,15.59046307836746,0.0
59,42.0,8.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Kon'kovo,16.072051817168948,0.0
77,45.0,10.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Brateevo,15.967272877502799,0.0
42,22.0,24.0,12.558974113593951,2000.0,1.909804296856309,6.399301401980956,2.1070245979186377,Mitino,14.65396990206052,0.0
38,23.0,4.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Vostochnoe Izmajlovo,15.64006001130563,0.0
36,18.0,5.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Novo-Peredelkino,15.39097815773802,0.0
44,28.0,2.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Jaroslavskoe,15.483217567201578,0.0
37,19.0,11.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Zapadnoe Degunino,15.454507466814658,0.0
51,33.0,1.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Caricyno,13.815511557963774,0.0
37,19.0,6.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Vyhino-Zhulebino,15.444359060073534,0.0
46,29.0,9.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Tekstil'shhiki,15.520258832020865,0.0
38,37.0,11.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Donskoe,15.607270193858982,0.0
34,19.0,10.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Ljublino,15.38412668421143,0.0
43,25.0,1.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Novogireevo,15.520258832020865,0.0
56,39.0,4.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Bogorodskoe,14.508658238524095,0.0
35,35.0,6.0,12.558974113593951,2000.0,1.909804296856309,6.399301401980956,2.1070245979186377,Juzhnoe Butovo,15.424948670398354,0.0
75,46.0,12.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Sokol,16.11308320963728,0.0
64,44.0,14.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Chertanovo Central'noe,13.805461232211272,0.0
96,51.0,16.0,12.558974113593951,2000.0,1.909804296856309,6.399301401980956,2.1070245979186377,Kurkino,16.454567959008102,0.0
52,34.0,4.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Izmajlovo,15.789591722875162,0.0
44,30.0,10.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Preobrazhenskoe,15.943742382861155,0.0
39,39.0,10.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Novogireevo,14.547878932446617,0.0
35,20.0,11.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Donskoe,15.564710586686562,0.0
63,60.0,12.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Severnoe Medvedkovo,16.119195146291737,0.0
50,29.0,9.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Strogino,13.815511557963774,0.0
51,50.0,16.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Donskoe,15.775605482856605,0.0
76,45.0,11.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Rostokino,14.508658238524095,0.0
45,30.0,6.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Orehovo-Borisovo Severnoe,15.702580358511794,0.0
32,19.0,9.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Bibirevo,15.483217567201578,0.0
64,28.0,10.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Ochakovo-Matveevskoe,14.782494784382012,0.0
66,17.0,2.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Taganskoe,14.77102238760702,0.0
38,19.0,8.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Dmitrovskoe,15.330638010707329,0.0
37,22.0,6.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Donskoe,15.816990693309524,0.0
46,28.0,3.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Vyhino-Zhulebino,15.483217567201578,0.0
74,46.0,17.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Orehovo-Borisovo Juzhnoe,16.001561947061912,0.0
30,17.0,7.0,12.558974113593951,1958.0,1.909804296856309,6.399301401980956,2.1070245979186377,Kuz'minki,15.414898336565054,0.0
53,30.0,13.0,12.558974113593951,1983.0,1.909804296856309,6.399301401980956,2.1070245979186377,Teplyj Stan,15.86963441986494,0.0
